Andy's Kars Limited,Cambridge,CB23,Other,Employer,www.andys-kars.co.uk
Autism Initiatives,Liverpool,L23,Care/Childcare/Social Care,Employer,www.autisminitiatives.org
Autism Plus,Sheffield,S3,Care/Childcare/Social Care,Employer,www.autismplus.org
Autism Spectrum Connections Cymru,Cardiff,CF10,"Voluntary, Charity & Social Enterprise",Committed,www.whereyoustand.org
Autism Together ,Wirral ,CH62,Care/Childcare/Social Care,Committed,www.autismtogether.co.uk
Autism Wessex,Christchurch,BH23,Education / Teaching,Employer,www.autismwessex.org.uk
Autism West Midlands,Birmingham,B15,"Voluntary, Charity & Social Enterprise",Committed,www.autismwestmidlands.org.uk
Autistic Society Greater Manchester Area,Stretford,M32,"Voluntary, Charity & Social Enterprise",Committed,asgma.org.uk
Auto Lab UK Limited ,Blackburn,BB1,Transport and logistics,Committed,www.autolabuk.co.uk
Auto Trader UK Limited,Manchester,M15,Other,Employer,www.autotrader.co.uk
Autoclyde Trucks ,Bellshill ,ML4,Transport and logistics,Committed,www.thomsonlocal.com
Autoprestige ,Bradford,BD8,Transport and logistics,Committed,www.autoprestigecars.co.uk
Autside Education Limited ,Porthcawl,CF36,Education / Teaching,Committed,www.autside.co.uk
Autumn Leaves Interiors ,Shropshire,TF11,Retail/Sales,Committed,www.autumnleavesinteriors.co.uk
Autumn Lodge Ltd,Bognor Regis,PO12,Care/Childcare/Social Care,Committed,www.nhs.uk
Auxiliam Health Solutions Limited,Exeter,EX2,Health,Committed,
Auxins-Social Mobility Limited,Welling,DA16,Education / Teaching,Committed,www.auxins.co.uk
Avalon Driveways ,Plymouth,PL5,Construction,Committed,www.houzz.co.uk
Avalon School ,Street,BA16,Education / Teaching,Committed,www.avalon-school.co.uk
Avant Gardens Wedding ,Belper,DE56,Customer service,Committed,avantgardenevents.co.uk
AVenue ,Hartlepool,TS24,"Hospitality, Leisure and Tourism",Committed,www.visitmanchester.com
AVenue Bridal Boutique ,Hartlepool,TS24,Retail/Sales,Committed,
Avenuesgroup.org.uk,Sidcup,DA14,Care/Childcare/Social Care,Employer,www.avenuesgroup.org.uk
Avery & Co,Dundee,DD1,"Hospitality, Leisure and Tourism",Committed,www.avery.co.uk
AVH Audio Visual Hire Limited,Leicester,LE2,Other,Committed,avhukltd.co.uk
Avicenna Medical Practice ,Bradford,BD3,Health,Employer,www.nhs.uk
Aviva,London,EC3P,Financial Services,Employer,www.aviva.co.uk
Avocado Recruitment Limited,Rushden,NN10,Facilities Management,Committed,avocado-recruitment.co.uk
Avocet Trust,Hull,HU9,Care/Childcare/Social Care,Employer,avocettrust.co.uk
Avon & Somerset Constabulary,Portishead,BS20,Administration/Office including Public sector,Employer,www.avon.uk.com
Avon & Wiltshire Mental Health Partnership NHS Trust,Chippenham,SN15,Health,Employer,www.avon.uk.com
Avon (Birmingham),Birmingham,B30,Beauty and Therapy,Committed,www.omio.co.uk
Avon (Brierley Hill),Brierley Hill,DY5,Retail/Sales,Committed,"maps?um=1&ie=UTF-8&fb=1&gl=uk&sa=X&ll=52.4992285,-2.1371643&z=15&ftid=0x4870906259be4c0b:0xa9e8f578f8b38f1d&q=Avon+Cl,+Brierley+Hill&ved=0ahUKEwilzfzTnP3hAhX6RBUIHfmZC1EQ8gEIFSgBMAA"
Avon (Cornwall) ,St Austell ,PL25,Retail/Sales,Committed,www.gailsreps.co.uk
Avon (Dudley),Dudley,DY2,Retail/Sales,Committed,prp.uk.avon.com
Avon (Macclesfield) ,Macclesfield,SK10,Retail/Sales,Committed,"maps?um=1&ie=UTF-8&fb=1&gl=uk&sa=X&ll=53.2693246,-2.1503377&z=15&ftid=0x487a4eb14f9677fd:0x894230a67683e0b8&q=Avon+Cl,+Macclesfield&ved=0ahUKEwivm4zVnP3hAhXxsHEKHVVhBpcQ8gEIFSgBMAA"
Avon (Northampton),Northampton,NN1,Beauty and Therapy,Committed,www.avon.uk.com
"Avon (Oakcroft Road, Birmingham)",Birmingham,B13,Beauty and Therapy,Committed,www.rightmove.co.uk
"Avon (Ripple Road, Birmingham)",Birmingham,B30,Beauty and Therapy,Committed,"maps?um=1&ie=UTF-8&fb=1&gl=uk&sa=X&ll=52.4300988,-1.9177762&z=15&ftid=0x4870be828a1c5047:0xfabd0911b008f291&q=Ripple+Rd,+Birmingham&ved=0ahUKEwiO0JjWnP3hAhV0tHEKHa1RB8QQ8gEIFSgBMAA"
Avon Cosmetics (Bristol),Bristol,BS36,Retail/Sales,Committed,www.avon.uk.com
Avon Cosmetics (Leicester),Leicester,LE4,Retail/Sales,Committed,www.avon.uk.com
Avon Cosmetics (Rowley Regis),Rowley Regis ,B65,Beauty and Therapy,Committed,www.thetrainline.com
Avon Fire & Rescue Service,Bristol,BS1,Administration/Office including Public sector,Employer,www.avonfire.gov.uk
Avon Navigation Trust ,Wyre Piddle ,WR10,Other,Committed,www.avonnavigationtrust.org
Avon UK ,Bristol,BS37,Retail/Sales,Committed,www.avon.uk.com
AWC Training ,St. Austell ,PL25,Education / Teaching,Committed,www.awctraining.co.uk
AWE,Reading ,RG7,Manufacturing & Engineering,Committed,www.awe.co.uk
Awen Cultural Trust,Bridgend,CF32,"Voluntary, Charity & Social Enterprise",Employer,www.awen-wales.com
Awestruck Academy ,Clydebank,G81,Arts and Media,Committed,www.clydebankpost.co.uk
AXA Investment Managers ,London,,Financial Services,Committed,www.axa-im.co.uk
AXA UK,London,EC2N,Financial Services,Employer,www.axa.co.uk
Axbridge C of E First School ,Cheddar,BS27,Education / Teaching,Committed,www.axbridgefirstschool.co.uk
Axcis Education ,London,W1W,Education / Teaching,Committed,www.axcis.co.uk
Axe Valley Home Care,Seaton,EX12,Care/Childcare/Social Care,Committed,www.axevalleyhomecare.co.uk
Axela Training Limited,London,NW10,Care/Childcare/Social Care,Committed,axelatraining.co.uk
Aylesbury Vale District Council ,Aylesbury,HP19,Other,Committed,www.aylesburyvaledc.gov.uk
Aylward Academy,London,N18,Education / Teaching,Committed,sites.google.com
Ayrshire College,Ayr,KA8,Education / Teaching,Employer,www.ayrshire.ac.uk
Ayrshire Independent Living Network ,Ardrossan ,KA22,"Voluntary, Charity & Social Enterprise",Employer,www.ailn.org
Ayudante CIC,Stoke on Trent,ST4,Manufacturing & Engineering,Employer,www.ayudante.co.uk
Azalea Foods ,Blackburn,BB2,"Hospitality, Leisure and Tourism",Committed,www.azalea-foods.com
Aziz Fashions,Bradford,BD9,Retail/Sales,Committed,azizfashions.co.uk
Aztec Coatings Hull Ltd,Hull,HU7,Manufacturing & Engineering,Committed,azteccoatings.co.uk
Azure Charitable Enterprises,Cramlington,NE23,"Voluntary, Charity & Social Enterprise",Employer,azure-charitable.co.uk
B & M (Weston super Mare),Weston super Mare ,BS23,Retail/Sales,Committed,www.youandb.co.uk
B & M Bargains ,Brighouse,HD6,Retail/Sales,Committed,www.youandb.co.uk
B & M Bargains (Leeds),Leeds,LS9,Retail/Sales,Committed,www.youandb.co.uk
B & M Foodstores ,Lancashire,L40,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail,Wolverhampton,WV11,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail  (Dundee),Dundee,DD1,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Byker),Newcastle upon Tyne ,NE6,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Cramlington),Cramlington,NE23,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Elland),Halifax,HX5,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Jarrow),Tyne and Wear,NE32,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Middlewich),Middlewich,CW10,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Newcastle upon Tyne),Newcastle upon Tyne ,NE5,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Nuneaton),Nuneaton,CV11,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Ormskirk),Lancashire,L39,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Rugby Central),Rugby,CV21,Retail/Sales,Committed,www.youandb.co.uk
"B & M Retail (Rugby, Junction One Retail Park)",Rugby,CV21,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Shepton Mallett),Shepton Mallett,BA4,Retail/Sales,Committed,www.youandb.co.uk
B & M Retail (Stockton),Stockton on Tees,TS18,Retail/Sales,Committed,www.youandb.co.uk
B & W Scaffolding Services Limited ,Walsall,WS8,Construction,Committed,www.youandb.co.uk
B and R Care Homes Russley Lodge ,Manchester,M16,Care/Childcare/Social Care,Committed,www.carehome.co.uk
B M Orton Centre,Perterborough,PE2,Retail/Sales,Committed,www.bmstores.co.uk
B&CE Holdings Limited,Crawley,RH10,Financial Services,Employer,www.youandb.co.uk
B&M Bargains (Halifax - Horton Street) ,Halifax,HX1,Retail/Sales,Committed,www.youandb.co.uk
B&M Halifax - Shay Syke ,Halifax ,HX1,Retail/Sales,Committed,www.youandb.co.uk
B&M Retail ,Wallsend,NE28,Retail/Sales,Committed,www.youandb.co.uk
B&M Stores (Bristol),Bristol ,BS34,Retail/Sales,Committed,www.youandb.co.uk
B&M Stores Rawson Quarter ,Bradford ,BD1,Retail/Sales,Committed,www.youandb.co.uk
B&Q,Eastleigh,SO53,Retail/Sales,Employer,www.youandb.co.uk
B.I.T.T. Services,London,N11,Other,Committed,bitts.co.uk
B3Living,Hoddesdon,EN11,"Voluntary, Charity & Social Enterprise",Employer,www.b3living.org.uk
Baachu Works Limited,Croydon,CR0,Other,Employer,www.baachu.com
Babcock International (Kent),Chatham,ME4,Manufacturing & Engineering,Committed,www.babcockinternational.com
Babergh & Mid Suffolk District Councils,Hadleigh,IP7,Administration/Office including Public sector,Employer,www.midsuffolk.gov.uk
Babies Blessings,Hartlepool,TS24,Retail/Sales,Committed,babiesblessings.co.uk
Babington Group (Derby),Derby,DE24,Education / Teaching,Employer,babington.co.uk
Babraham Institute,Cambridge,CB22,Other,Employer,www.babraham.ac.uk
Back to Basics Care & Training Ltd ,Llanelli,SA14,Care/Childcare/Social Care,Committed,www.backtobasicsltd.com
Backhouse Solicitors Limited ,Chelmsford,CM1,Administration/Office including Public sector,Committed,www.backhouse-solicitors.co.uk
Bacmans Community Limited ,Lynemouth,NE61,"Voluntary, Charity & Social Enterprise",Committed,
Badger Cards ,Seaham,SR7,Other,Committed,www.etsy.com
Bagel Brunch ,Coventry,CV1,"Hospitality, Leisure and Tourism",Committed,vinepair.com
Bailey's Coffee Shop & Deli Bar ,Liverpool,L4,"Hospitality, Leisure and Tourism",Committed,www.baileyscoffee.co.uk
Baillieston Community Care,Glasgow,G31,Care/Childcare/Social Care,Committed,bailliestoncommunitycare.co.uk
Bake & Take,Bury,BL9,"Hospitality, Leisure and Tourism",Committed,www.bbcgoodfood.com
Baker & Coleman Solicitors ,Blackburn,BB1,Other,Committed,www.tedbaker.com
Baker Creed ,London,SW12,Recruitment Agencies,Committed,www.bakercreed.co.uk
Baker Tom's Bread ,Redruth ,TR15,Manufacturing & Engineering,Committed,www.bakertom.co.uk
Bakro International Transport ,Milton Keynes ,MK14,Transport and logistics,Committed,bakro.co.uk
Baldy Bane Theatre Company,Glasgow,G41,Administration/Office including Public sector,Committed,www.baldybane.org.uk
Balfour Beatty ,London ,E14,Construction,Employer,www.balfourbeatty.com
Balgeddie House Hotel ,Glenrothes,KY6,"Hospitality, Leisure and Tourism",Committed,www.balgeddiehouse.com
Balloons and Treats ,Bedworth,CV12,Retail/Sales,Committed,www.balloonsandtreats.co.uk
Baltic Market Red Brick Hangar ,Liverpool,L8,Retail/Sales,Committed,independent-liverpool.co.uk
Baltic Training Services,Newton Aycliffe,DL5,Information Technology and Telecoms,Employer,baltictraining.com
BAM Nuttall,Camberley,GU15,Construction,Committed,www.bamnuttall.co.uk
BAMICHAEL Door Supervisor Services Limited,London,E17,Security and Safety,Committed,
Bancombe Autos ,Somerton,TA11,Transport and logistics,Committed,bookmygarage.com
Bancon Group,Aberdeen,AB31,Facilities Management,Employer,bancon.co.uk
Bangerz & Brew,Southsea,PO5,"Hospitality, Leisure and Tourism",Committed,
Bangor Street Limited ,Blackburn,BB1,"Voluntary, Charity & Social Enterprise",Committed,
Bank of England,London,EC2A,Financial Services,Employer,www.bankofengland.co.uk
Bankhead Robes & Canopies,Glenrothes,KY7,Manufacturing & Engineering,Committed,www.bankheadrobes.co.uk
Banks and Lloyd (Shipping) Limited ,Wilmslow,SK9,Transport and logistics,Committed,www.banksandlloyd.com
Banks Group Limited,Durham,DH7,Energy & Utilities,Committed,www.banksgroup.co.uk
Banner Group Limited ,Sheffield,S9,Retail/Sales,Committed,b2b.bbanner.co.uk
Bantuway Limited ,London,E16,Retail/Sales,Committed,www.bantuway.com
Baobab Care UK Limited ,Birmingham,B12,Care/Childcare/Social Care,Committed,www.cqc.org.uk
Barchester Healthcare Homes Ltd,London,SW10,Health,Employer,www.barchester.com
Barclay Simpson Associates Limited ,London,EC4V,Recruitment Agencies,Committed,www.barclaysimpson.com
Barclays ,London,E14,Financial Services,Leader,www.barclays.co.uk
Bare Hall Quality Carers,Morecambe,LA4,Care/Childcare/Social Care,Committed,www.barehallqualitycarers.co.uk
Bargain Auto Spares ,Glasgow,G41,Retail/Sales,Committed,
Barhale Limited,Walsall,WS1,Energy & Utilities,Committed,www.barhale.co.uk
Bark Avenue,Ystrad Mynach,CF82,Other,Committed,
Barker Ross Group Limited,Leicester,LE1,Recruitment Agencies,Employer,www.barkerross.co.uk
Barkers (Northallerton) Limited ,Northallerton,DL7,Retail/Sales,Committed,www.barkers.co.uk
Barkin Mad Pets,Birmingham,B29,Retail/Sales,Committed,www.barkinmadpets.co.uk
Barking & Dagenham College,Romford,RM7,Education / Teaching,Employer,
"Barking, Havering & Redbridge University Hospitals NHS Trust ",Rom Valley Way,RM7,Health,Committed,www.bhrhospitals.nhs.uk
Barkston and Syston CE School,Grantham,NG32,Education / Teaching,Committed,www.barkstonsyston.lincs.sch.uk
Barley Caf�,Prestwich,M25,"Hospitality, Leisure and Tourism",Committed,
Barnado's (Liverpool 2),Liverpool ,L15,Retail/Sales,Committed,www.barnardos.org.uk
Barnado's Newton Aycliffe,Newton Aycliffe ,DL5,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's,Essex,IG6,"Voluntary, Charity & Social Enterprise",Employer,www.barnardos.org.uk
"Barnardo's (Allerton Rd, Liverpool)",Liverpool,L18,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Blackhill) ,Consett,DH8,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Consett) ,Consett,DH8,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Frome),Frome,BA11,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Gosport),Gosport,PO12,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Liverpool),Liverpool,L5,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Ross on Wye),Ross on Wye ,HR9,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Rugby) ,Rugby,CV22,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Thornaby) ,Thornaby,TS17,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Totton),Southampton,SO40,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Walton),Liverpool,L4,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's (Wells),Wells,BA5,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's Cardea ,Peterborough,PE2,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's Frome 2 ,Frome,BA11,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's Worcester 2 (55250) ,Worcester,WR1,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
Barnardo's Works (Dundee),Dundee,DD2,"Voluntary, Charity & Social Enterprise",Committed,www.barnardos.org.uk
"Barnet, Enfield & Haringey Haringey Mental Health NHS Trust",London,N15,Health,Employer,www.beh-mht.nhs.uk
Barnett Fare ,Bodmin,PL31,"Hospitality, Leisure and Tourism",Committed,www.barnettfare.co.uk
Barnfield College,Luton,LU2,Education / Teaching,Employer,www.barnfield.ac.uk
Barnsley & District Citizens Advice Bureau,Barnsley,S70,"Voluntary, Charity & Social Enterprise",Employer,www.barnsleyfc.co.uk
Barnsley & Rotherham Chamber of Commerce,Rotherham,S60,Other,Employer,www.barnsleyfc.co.uk
Barnsley College,Barnsley,S70,Education / Teaching,Employer,www.barnsley.ac.uk
Barnsley Council,Barnsley,S70,Administration/Office including Public sector,Employer,www.barnsley.gov.uk
Barnsley Hospice,Barnsley,S75,"Voluntary, Charity & Social Enterprise",Committed,www.barnsleyhospice.org
Barnsley Hospital NHS Foundation Trust,Barnsley,S75,Health,Employer,www.barnsleyhospital.nhs.uk
Barnsley Premier Leisure,Barnsley,S71,"Hospitality, Leisure and Tourism",Employer,www.bpl.org.uk
Baroc,Neath,SA11,Retail/Sales,Committed,www.baroc.co.uk
Barracuda ,Hertfordshire,WD23,"Hospitality, Leisure and Tourism",Committed,www.barracuda.com
Barracuda (Watford),Watford,WD17,"Hospitality, Leisure and Tourism",Committed,barracudamediterranean.co.uk
Barratt Developments plc,Coalville,LE67,Construction,Committed,www.barrattdevelopments.co.uk
Barrett Bell Limited ,Stevenage,SG1,Education / Teaching,Committed,www.barrettbell.co.uk
Barrhead Housing Association,Glasgow,G78,Facilities Management,Employer,www.barrheadha.org
Barrington Hibbert Associates ,London,EC2V,Financial Services,Committed,barringtonhibbert.com
Barrow & District Credit Union ,Barrow in Furness ,LA14,Financial Services,Committed,www.barrowafc.com
Barrow Borough Council,Barrow in Furness,LA14,Administration/Office including Public sector,Employer,www.barrowbc.gov.uk
Barrow Foodbank Ltd ,Barrow-in-Furness ,LA13,"Voluntary, Charity & Social Enterprise",Committed,barrow.foodbank.org.uk
Barrowfield Hotel ,Cornwall,TR7,"Hospitality, Leisure and Tourism",Committed,www.daishs.com
Barrowford Preschool Nursery ,Barrowford,BB9,Care/Childcare/Social Care,Committed,www.barrowfordnursery.co.uk
Barrowmore ,Chester,CH3,"Voluntary, Charity & Social Enterprise",Committed,www.barrowmore.co.uk
Barry Bennett Limited,Bolton,BL3,Education / Teaching,Employer,www.barrybennett.co.uk
Barry Training Services Limited,Penarth,CF34,Other,Committed,www.barrytrainingservices.co.uk
Bartlett Mitchell Limited,Surrey,TW20,"Hospitality, Leisure and Tourism",Committed,www.bartlettmitchell.co.uk
Barts Health NHS Trust,London,E1,Health,Employer,www.bartshealth.nhs.uk
BAS (NW) Limited,Warrington ,WA3,Other,Committed,
Base Handling Products Limited ,Gwent,NP13,Manufacturing & Engineering,Committed,www.basehandling.co.uk
Basement Browns ,Coventry,CV1,"Hospitality, Leisure and Tourism",Committed,www.basementbrowns.co
Basildon & Thurrock NHS Foundation Trust,Essex,SS16,Health,Committed,www.basildon.gov.uk
Basildon Borough Council,Basildon,SS14,Administration/Office including Public sector,Employer,www.basildon.gov.uk
Basingstoke & Deane Borough Council,Basingstoke,RG21,Administration/Office including Public sector,Employer,www.basingstoke.gov.uk
Basingstoke College of Technology,Basingstoke,RG21,Education / Teaching,Committed,www.bcot.ac.uk
Basingstoke Voluntary Action ,Basingstoke,RG21,"Voluntary, Charity & Social Enterprise",Committed,www.bvaction.org.uk
Bassetlaw Action Centre ,Retford,DN22,"Voluntary, Charity & Social Enterprise",Committed,www.bassetlawactioncentre.org.uk
Bassetlaw Citizens Advice,Worksop,S80,"Voluntary, Charity & Social Enterprise",Committed,www.bassetlaw.gov.uk
Bassetlaw District Council,Worksop,S80,Administration/Office including Public sector,Committed,www.bassetlaw.gov.uk
Bath & North East Somerset Council,Bath,BA1,Administration/Office including Public sector,Employer,visitbath.co.uk
Bath Cats & Dogs Home,Bath,BA2,"Voluntary, Charity & Social Enterprise",Committed,www.bathcatsanddogshome.org.uk
Bath City Farm ,Bath,BA2,"Voluntary, Charity & Social Enterprise",Committed,bathcityfarm.org.uk
Bath Cleaning Services,Bath,BA2,"Hospitality, Leisure and Tourism",Committed,www.bathdomesticcleaning.com
Bath College,Bath,BA1,Education / Teaching,Committed,www.bathcollege.ac.uk
Bath Rugby Foundation,Bath,BA2,Sports & Recreation,Committed,bathrugbyfoundation.com
Bathroom Heaven,Skelmersdale,WN8,Beauty and Therapy,Committed,www.amazon.co.uk
BATIAS Independent Advocacy Service ,Grays,RM17,"Voluntary, Charity & Social Enterprise",Employer,www.batias.com
Battersea Arts Centre ,London,SW11,Arts and Media,Committed,www.bac.org.uk
Battling On,Callington,PL17,"Voluntary, Charity & Social Enterprise",Committed,www.battling-on.com
BAVO,Maesteg,CF34,"Voluntary, Charity & Social Enterprise",Employer,www.bavo.org.uk
Baxter Healthcare Limited,Northampton ,NN4,Health,Committed,www.baxterhealthcare.co.uk
Baxter Life Care Limited ,Lancashire,FY2,Care/Childcare/Social Care,Committed,www.baxterlifecareltd.co.uk
Baxter Storey ,Billingham,TS23,"Hospitality, Leisure and Tourism",Committed,baxterstorey.com
Baxter Williams Limited ,Worcester,WR2,Recruitment Agencies,Committed,baxterwilliams.com
Baxters Food Group,Fochabers,IV32,Manufacturing & Engineering,Employer,www.baxters.com
Bay Care Group Limited,Paignton,TQ3,Care/Childcare/Social Care,Employer,www.cqc.org.uk
Bay Trust ,Dover,CT15,"Voluntary, Charity & Social Enterprise",Committed,baytrust.org.uk
Bayer plc,Reading,RG2,Health,Employer,www.bayer.co.uk
Bayley Needham Limited ,London,EC2M,Recruitment Agencies,Committed,www.bayleyneedham.com
Baysgarth School ,Barton Upon Humber ,DN18,Education / Teaching,Committed,baysgarthschool.co.uk
BBC,London,W1A,Arts and Media,Committed,www.bbc.co.uk
BBM Catering Services ,Leominster,HR6,"Hospitality, Leisure and Tourism",Committed,www.bbmcatering.in
BBN Academy,Barnet,EN5,Education / Teaching,Committed,www.bbnacademy.co.uk
BC Sheffield Limited trading as Bluebird Care Sheffield,Sheffield,S9,Health,Employer,www.bluebirdcare.co.uk
BCA Logistics ,Birmingham,B37,Transport and logistics,Committed,www.indeed.co.uk
BCADS(Bradford Community Advice & Debt Solutions),Bradford,BD5,"Voluntary, Charity & Social Enterprise",Employer,www.bcads.org.uk
BCT Aviation Maintenance Limited,Derby,DE74,Manufacturing & Engineering,Committed,www.bct.aero
BDF,Horden,SR8,Retail/Sales,Committed,businessdisabilityforum.org.uk
BDS (Northern) Limited,Sheffield,S35,Recruitment Agencies,Employer,bdsrecruitment.co.uk
BDWM ,Leicester,LE19,Administration/Office including Public sector,Committed,bobbydhanjal.co.uk
Be Enriched,Tooting,SW17,"Voluntary, Charity & Social Enterprise",Committed,www.be-enriched.org.uk
Be Positive,Biggleswade,SG18,Education / Teaching,Employer,www.wikihow.com
Beacon Centre,Halesowen,B63,"Voluntary, Charity & Social Enterprise",Committed,www.salford.gov.uk
Beacon Centre for the Blind,Wolverhampton,WV4,"Voluntary, Charity & Social Enterprise",Employer,www.beaconvision.org
Beacon Medical Practice,Skegness,PE25,Health,Employer,www.nhs.uk
Beadlebop Design ,Coventry,CV1,Other,Committed,www.beadlebop.co.uk
